============================================================
A股回测报告
回测日期: 2026-03-02
============================================================


────────────────────────────────────────────────────────────
策略: 少妇战法
────────────────────────────────────────────────────────────

股票代码      股票名称    买入日       买入价       卖出日       卖出价       收益率       收益金额        
601008    连云港     03-04     5.80      03-13     5.13      -11.55    -11524.00   
603577    汇金通     03-05     12.00     03-16     11.01     -8.25     -8217.00    
300882    万胜智能    03-05     24.20     03-16     23.30     -3.72     -3690.00    
002178    延华智能    03-05     7.34      03-16     6.77      -7.77     -7752.00    
000998    隆平高科    03-05     10.60     03-16     10.86     +2.45     +2444.00    
688176    亚虹医药    03-05     14.49     03-16     14.74     +1.73     +1725.00    
301129    瑞纳智能    03-05     31.01     03-16     28.55     -7.93     -7872.00    
300899    *ST凯    03-05     39.50     03-16     40.14     +1.62     +1600.00    
688578    艾力斯     03-05     98.42     03-16     95.50     -2.97     -2920.00    
300712    永福股份    03-05     31.73     03-16     30.85     -2.77     -2728.00    
001332    锡装股份    03-06     56.40     03-17     57.04     +1.13     +1088.00    
300752    隆利科技    03-06     19.12     03-17     18.87     -1.31     -1300.00    
605298    必得科技    03-06     49.46     03-17     46.41     -6.17     -6100.00    
600775    南京熊猫    03-06     14.50     03-17     15.32     +5.66     +5576.00    
300895    铜牛信息    03-06     58.68     03-17     57.73     -1.62     -1615.00    
688055    龙腾光电    03-06     4.23      03-17     4.14      -2.13     -2124.00    
600800    渤海化学    03-06     4.70      03-17     4.81      +2.34     +2332.00    
300162    雷曼光电    03-06     9.20      03-17     9.00      -2.17     -2160.00    
688079    美迪凯     03-06     13.02     03-17     12.74     -2.15     -2128.00    
600468    百利电气    03-06     8.50      03-17     8.15      -4.12     -4095.00    
301307    美利信     03-06     37.14     03-17     40.52     +9.10     +8788.00    
688001    华兴源创    03-06     33.89     03-17     31.83     -6.08     -5974.00    
002877    智能自控    03-06     10.79     03-17     9.32      -13.62    -13524.00   
600844    金煤科技    03-06     3.53      03-17     3.99      +13.03    +13018.00   
300632    光莆股份    03-06     14.68     03-17     14.68     +0.00     +0.00       
002857    三晖电气    03-06     23.52     03-17     25.90     +10.12    +9996.00    
301479    弘景光电    03-06     90.00     03-17     94.58     +5.09     +5038.00    
301137    哈焊华通    03-06     57.99     03-17     49.94     -13.88    -13685.00   
000727    冠捷科技    03-06     2.64      03-17     2.74      +3.79     +3780.00    
002366    融发核电    03-06     8.05      03-17     8.09      +0.50     +496.00     
601727    上海电气    03-06     9.37      03-17     8.62      -8.00     -7950.00    
001332    锡装股份    03-09     59.39     03-18     56.80     -4.36     -4144.00    
600396    华电辽能    03-09     3.51      03-19     5.69      +62.11    +61912.00   
603538    美诺华     03-09     22.10     03-18     26.36     +19.28    +19170.00   
003023    彩虹集团    03-09     25.12     03-18     23.52     -6.37     -6240.00    
603266    天龙股份    03-09     21.01     03-18     19.70     -6.24     -6157.00    
002513    蓝丰生化    03-09     7.44      03-18     7.09      -4.70     -4690.00    
600131    国网信通    03-09     21.52     03-18     20.28     -5.76     -5704.00    
301032    新柴股份    03-09     14.38     03-18     13.64     -5.15     -5106.00    
301150    中一科技    03-09     47.90     03-18     49.58     +3.51     +3360.00    
002063    远光软件    03-09     7.11      03-18     7.00      -1.55     -1540.00    
300006    莱美药业    03-09     5.12      03-18     4.96      -3.12     -3120.00    
603880    南卫股份    03-09     6.70      03-18     7.60      +13.43    +13410.00   
603716    塞力医疗    03-09     22.23     03-18     23.04     +3.64     +3564.00    
603063    禾望电气    03-09     31.60     03-18     31.99     +1.23     +1209.00    
000677    恒天海龙    03-09     4.41      03-18     4.69      +6.35     +6328.00    
300001    特锐德     03-09     32.45     03-18     30.04     -7.43     -7230.00    
603289    泰瑞机器    03-09     11.25     03-18     11.61     +3.20     +3168.00    
603477    巨星农牧    03-09     18.88     03-18     18.95     +0.37     +364.00     
603915    国茂股份    03-09     16.90     03-18     16.12     -4.62     -4602.00    
605286    同力日升    03-09     44.12     03-18     51.40     +16.50    +16016.00   
000509    华塑控股    03-09     3.84      03-18     4.17      +8.59     +8580.00    
002961    瑞达期货    03-09     26.70     03-18     26.18     -1.95     -1924.00    
603856    东宏股份    03-10     14.60     03-19     13.51     -7.47     -7412.00    
600851    海欣股份    03-10     9.03      03-19     8.12      -10.08    -10010.00   
300419    ST浩丰    03-10     7.19      03-20     7.29      +1.39     +1390.00    
002053    云南能投    03-10     12.70     03-19     12.28     -3.31     -3276.00    
688121    卓然股份    03-10     12.77     03-19     11.87     -7.05     -7020.00    
002730    电光科技    03-10     19.40     03-19     21.59     +11.29    +11169.00   
300643    万通智控    03-10     22.89     03-19     19.02     -16.91    -16641.00   
300170    汉得信息    03-10     27.00     03-19     22.49     -16.70    -16687.00   
600812    华北制药    03-10     5.90      03-19     5.55      -5.93     -5915.00    
001314    亿道信息    03-10     50.00     03-19     44.92     -10.16    -10160.00   
688348    昱能科技    03-10     54.80     03-19     58.88     +7.45     +7344.00    
002394    联发股份    03-11     16.01     03-20     14.26     -10.93    -10850.00   
001332    锡装股份    03-11     66.87     03-20     53.84     -19.49    -18242.00   
002335    科华数据    03-11     69.82     03-20     62.95     -9.84     -9618.00    
301392    汇成真空    03-11     129.54    03-20     115.16    -11.10    -10066.00   
300811    铂科新材    03-11     92.90     03-20     78.22     -15.80    -14680.00   
300661    圣邦股份    03-11     75.10     03-20     71.30     -5.06     -4940.00    
688648    中邮科技    03-11     66.16     03-23     51.46     -22.22    -22050.00   
001216    华瓷股份    03-11     21.57     03-20     18.24     -15.44    -15318.00   
300964    本川智能    03-11     65.24     03-20     66.78     +2.36     +2310.00    
301369    联动科技    03-11     145.00    03-20     137.27    -5.33     -4638.00    
301216    万凯新材    03-11     24.83     03-20     25.60     +3.10     +3080.00    
688057    金达莱     03-11     13.77     03-20     12.39     -10.02    -9936.00    
603610    麒盛科技    03-11     20.19     03-20     16.94     -16.10    -15925.00   
301132    满坤科技    03-11     41.88     03-20     39.50     -5.68     -5474.00    
300629    新劲刚     03-11     28.30     03-20     23.65     -16.43    -16275.00   
301479    弘景光电    03-11     97.00     03-20     97.50     +0.52     +500.00     
603290    斯达半导    03-11     109.61    03-20     108.77    -0.77     -756.00     
600328    中盐化工    03-12     10.10     03-23     10.13     +0.30     +297.00     
300641    正丹股份    03-12     21.00     03-23     21.80     +3.81     +3760.00    
000626    远大控股    03-12     8.82      03-23     7.52      -14.74    -14690.00   
002175    东方智造    03-12     3.58      03-23     3.19      -10.89    -10881.00   
301349    信德新材    03-12     53.39     03-23     52.30     -2.04     -1962.00    
000062    深圳华强    03-12     25.80     03-23     26.20     +1.55     +1520.00    
600873    梅花生物    03-12     12.60     03-23     11.02     -12.54    -12482.00   
301327    华宝新能    03-12     63.89     03-23     71.21     +11.46    +10980.00   
600866    星湖科技    03-12     8.15      03-23     6.94      -14.85    -14762.00   
603158    腾龙股份    03-12     12.00     03-23     10.86     -9.50     -9462.00    
600433    冠豪高新    03-12     3.81      03-23     3.22      -15.49    -15458.00   
001301    尚太科技    03-12     82.31     03-23     76.03     -7.63     -7536.00    
600063    皖维高新    03-13     7.83      03-24     6.66      -14.94    -14859.00   
600236    桂冠电力    03-13     10.50     03-24     9.52      -9.33     -9310.00    
600888    新疆众和    03-13     10.00     03-24     8.00      -20.00    -20000.00   
000990    诚志股份    03-13     10.00     03-24     9.54      -4.60     -4600.00    
603020    爱普股份    03-13     11.30     03-24     9.90      -12.39    -12320.00   
603527    众源新材    03-13     12.39     03-24     10.41     -15.98    -15840.00   
300443    金雷股份    03-13     32.20     03-24     30.70     -4.66     -4650.00    
688700    东威科技    03-13     47.00     03-24     54.21     +15.34    +15141.00   
605305    中际联合    03-13     43.20     03-24     39.46     -8.66     -8602.00    
601858    中国科传    03-13     23.04     03-24     24.27     +5.34     +5289.00    
002221    东华能源    03-13     9.94      03-24     9.14      -8.05     -8000.00    
603281    江瀚新材    03-13     32.90     03-24     31.02     -5.71     -5640.00    
688166    博瑞医药    03-13     45.91     03-24     47.35     +3.14     +3024.00    
000553    安道麦A    03-13     6.88      03-24     5.66      -17.73    -17690.00   
601139    深圳燃气    03-13     7.71      03-24     7.48      -2.98     -2967.00    
301525    儒竞科技    03-13     89.60     03-24     73.60     -17.86    -17600.00   
300138    晨光生物    03-13     15.60     03-24     12.91     -17.24    -17216.00   
002869    金溢科技    03-13     23.99     03-24     23.21     -3.25     -3198.00    
002102    能特科技    03-13     3.78      03-24     3.12      -17.46    -17424.00   
603406    天富龙     03-13     39.22     03-24     36.06     -8.06     -7900.00    
600935    华塑股份    03-13     3.31      03-24     2.74      -17.22    -17214.00   
002959    小熊电器    03-13     44.40     03-24     45.31     +2.05     +2002.00    
688399    硕世生物    03-13     65.29     03-24     56.32     -13.74    -13455.00   
000978    桂林旅游    03-26     7.36      04-07     7.32      -0.54     -540.00     
601606    长城军工    03-26     42.90     04-07     39.29     -8.41     -8303.00    
300383    光环新网    03-26     17.69     04-07     16.38     -7.41     -7336.00    
600780    通宝能源    03-26     7.67      04-07     6.37      -16.95    -16900.00   
002893    京能热力    03-26     13.01     04-07     11.57     -11.07    -10944.00   
002580    圣阳股份    03-26     15.00     04-07     16.09     +7.27     +7194.00    
300069    金利华电    03-26     21.24     04-07     24.10     +13.47    +13442.00   
002038    双鹭药业    03-26     6.22      04-07     8.60      +38.26    +38080.00   
000045    深纺织A    03-26     13.85     04-07     12.29     -11.26    -11232.00   
300245    天玑科技    03-26     13.37     04-07     13.60     +1.72     +1702.00    
603808    歌力思     03-26     10.56     04-07     10.28     -2.65     -2632.00    
600698    湖南天雁    03-26     8.73      04-07     7.34      -15.92    -15846.00   
002887    绿茵生态    03-26     12.37     04-07     11.15     -9.86     -9760.00    
301011    华立科技    03-26     24.32     04-07     22.88     -5.92     -5904.00    
600539    狮头股份    03-26     13.00     04-07     14.01     +7.77     +7676.00    
002265    建设工业    03-26     23.24     04-07     22.63     -2.62     -2623.00    
002039    黔源电力    03-26     20.97     04-07     18.74     -10.63    -10481.00   
--------------------------------------------------------------------------------
有效交易: 178 | 盈利: 53 | 亏损: 125 | 胜率: 29.8%
策略收益: -731,970.00 元 | 平均收益率: -4.17%

跳过的股票:
  000096 广聚能源 (03-03) - 涨停无法买入
  601857 中国石油 (03-03) - 涨停无法买入
  600028 中国石化 (03-03) - 涨停无法买入
  600688 上海石化 (03-03) - 涨停无法买入
  002040 南京港 (03-03) - 涨停无法买入
  600803 新奥股份 (03-03) - 涨停无法买入
  601808 中海油服 (03-03) - 涨停无法买入
  600938 中国海油 (03-03) - 涨停无法买入
  002877 智能自控 (03-05) - 涨停无法买入
  000509 华塑控股 (03-06) - 涨停无法买入
  601789 宁波建工 (03-09) - 涨停无法买入
  600769 祥龙电业 (03-11) - 涨停无法买入
  601330 绿色动力 (03-12) - 涨停无法买入
  003041 真爱美家 (03-13) - 涨停无法买入
  603272 联翔股份 (03-26) - 涨停无法买入

============================================================
总体统计
============================================================

总交易数: 835
盈利次数: 262
亏损次数: 573
胜率: 31.4%
总投入: 82,433,618.00 元
总盈亏: -2,751,332.00 元
总收益率: -3.34%
